ath:AT3G10570	PF00067
ath:AT1G80290	PF09258
ath:AT1G06960	PF00076,PF13893,PF14259,PF15578
ath:AT2G04900	PF04241
ath:AT1G32780	PF00107,PF02254,PF02826,PF03721,PF08240,PF13602
ath:AT1G14410	PF08536
ath:AT5G51760	PF00481,PF13672
ath:AT4G22750	PF01529,PF02703
ath:AT4G13760	PF00295,PF12708
ath:AT1G54470	PF00560,PF08263,PF12799,PF13516,PF13855
ath:AT2G02030	PF00646,PF02145,PF07734,PF12937
ath:AT1G45207	PF03763,PF14197
ath:AT1G76160	PF00394,PF07731,PF07732
ath:AT2G17600	PF00130,PF03107,PF07649
ath:AT1G28650	PF00657
ath:AT5G25940	PF03386,PF06212
ath:AT4G35450	PF00023,PF07319,PF12796,PF13606,PF13637,PF13857
ath:AT4G09630	PF04765
ath:AT4G03165	PF03023
ath:AT3G10572	PF07163
ath:AT2G42090	PF00022,PF06723,PF10183
ath:AT5G47630	PF00550,PF07377,PF14573
ath:AT5G10370	PF00005,PF00013,PF00097,PF00270,PF00271,PF00437,PF01485,PF04408,PF05127,PF07717,PF10236,PF13245,PF13401,PF13481,PF13555,PF13604,PF13639,PF13923
ath:AT4G36990	PF00170,PF00447,PF02183,PF04977,PF05064,PF12709
ath:AT1G50830	PF10536
ath:AT1G58110	PF00170,PF06156,PF14662
ath:AT3G14210	PF00657
ath:AT1G55805	PF01722
ath:AT3G06760	PF05605,PF14571
ath:AT4G22753	PF01529,PF02703,PF04116
ath:AT3G54270	PF05116,PF08282,PF08472
ath:AT3G50310	PF00069,PF07714,PF14531
ath:AT3G28450	PF00069,PF00560,PF07714,PF08263,PF12799,PF13516,PF13855
ath:AT3G02800	PF00102,PF00782,PF03162,PF13350
ath:AT1G72520	PF00305,PF01477,PF11248
ath:AT5G57910	PF04849,PF10186
ath:AT4G21215	PF03242
ath:AT3G42860	PF00098,PF06839,PF13917,PF14787
ath:AT4G21216	PF07855,PF14644
ath:AT4G16070	PF01764,PF03893,PF12695,PF12697
ath:AT1G31130	PF15642
ath:AT1G23680	PF02713,PF15404
ath:AT2G21620	PF00582
ath:AT1G01990	PF12889
ath:AT1G05310	PF01095,PF02535,PF03824
ath:AT1G09270	PF00514,PF01602,PF02985,PF04826,PF10508,PF13513,PF13646
ath:AT5G50110	PF02527,PF05175,PF10294,PF12847,PF13847
ath:AT5G20970	PF00011,PF13264
ath:AT5G02600	PF00403
ath:AT4G30480	PF05279,PF13414,PF13424,PF13779
ath:AT4G22756	PF04116
ath:AT4G12110	PF04116
ath:AT2G43310	PF00861
ath:AT1G71190	PF05875,PF10101,PF13209
ath:AT2G34320	PF00075,PF07079,PF13456,PF13966
ath:AT5G47635	PF01190,PF13620,PF13715
ath:AT5G42660	PF04765
ath:AT4G26350	PF00646,PF03281,PF07723,PF08387,PF12937
ath:AT3G60910	PF02353,PF05401,PF05724,PF06325,PF06405,PF07021,PF08241,PF08242,PF12847,PF13489,PF13847
ath:AT3G46500	PF03171,PF14226
ath:AT2G35860	PF02469,PF14356
ath:AT1G19550	PF00043,PF02798,PF13409,PF13410,PF13417,PF14497
ath:AT5G64350	PF00254
ath:AT5G16840	PF00076,PF01296,PF08777,PF13893,PF14259,PF14605
ath:AT3G01790	PF00572
ath:AT3G05110	PF11926
ath:AT1G27320	PF00072,PF00512,PF01151,PF02518,PF03924
ath:AT1G53140	PF00350,PF01926
ath:AT3G23480	PF01564,PF02353,PF05175,PF05401,PF05891,PF08241,PF08242,PF10294,PF12847,PF13489,PF13649,PF13659,PF13847
ath:AT5G52940	PF03478
ath:AT5G38530	PF00291
ath:AT5G01270	PF00035,PF03031
ath:AT3G45170	PF00320,PF07282,PF12773
ath:AT2G07170	PF01602,PF02985,PF11865,PF12717,PF12755,PF12765,PF13513,PF13646
ath:AT1G49010	PF00249,PF13921
ath:AT4G31700	PF01092
ath:AT3G19350	PF00658
ath:AT1G63420	PF05686
ath:AT1G15910	PF03468,PF03469,PF03470
ath:AT5G50115	PF11926
ath:AT1G55970	PF00569,PF00628,PF02135,PF08214
ath:AT3G55450	PF00069,PF07714
ath:AT2G30890	PF00033,PF03188,PF07314,PF11143,PF13301,PF13703,PF13800
ath:AT2G03530	PF04087,PF06800,PF07168,PF07857
ath:AT1G14580	PF00096,PF12171,PF12874,PF13465,PF13894,PF13912
ath:AT3G07940	PF00168,PF01412,PF14429
ath:AT1G77660	PF02493,PF07895
ath:AT5G41010	PF00628,PF01155,PF03604,PF06061,PF07282,PF07562,PF08274,PF08792,PF09297,PF09723,PF09855,PF10058,PF10080,PF12773,PF13240,PF13248,PF14446,PF14690
ath:AT5G11870	PF05875
ath:AT4G21380	PF00069,PF00954,PF01453,PF01636,PF07714,PF08276,PF11883,PF12398
ath:AT4G03010	PF00560,PF08263,PF12799,PF13504,PF13516,PF13855
ath:AT3G63220	PF00646,PF01344,PF07646,PF13415,PF13418,PF13854,PF13964
ath:AT2G17770	PF00170,PF03131,PF07716
ath:AT3G15710	PF00717
ath:AT2G25220	PF00069,PF01636,PF07714
ath:AT3G51810	PF00477,PF10685
ath:AT2G26760	PF00134,PF02984
ath:AT2G39460	PF00276,PF03939,PF09439
ath:AT5G55250	PF03492,PF13489
ath:AT1G49015	PF04762,PF08662
ath:AT1G10940	PF00069,PF00428,PF01636,PF03066,PF07714,PF10446
ath:AT3G14380	PF01284,PF04535
ath:AT5G43840	PF00447,PF13747
ath:AT4G00910	PF04632,PF11744,PF12805,PF13515
ath:AT1G32630	PF00170,PF03159,PF07716,PF09868
ath:AT1G58280	PF00300,PF03304
ath:AT3G10420	PF00004,PF00005,PF00437,PF00448,PF00910,PF01078,PF01443,PF01580,PF01637,PF01656,PF01926,PF01935,PF02492,PF03029,PF03193,PF03205,PF03266,PF03308,PF05729,PF06414,PF07726,PF07728,PF08433,PF08477,PF10412,PF12846,PF13086,PF13173,PF13191,PF13207,PF13238,PF13245,PF13401,PF13479,PF13481,PF13521,PF13604,PF13614,PF13671
ath:AT1G80140	PF00295,PF13229
ath:AT5G51610	PF00298,PF08805
ath:AT4G22600	PF04453,PF06794,PF14144
ath:AT4G13610	PF00145,PF01426,PF12047
ath:AT3G50480	PF05659
ath:AT3G02970	PF02799,PF04674
ath:AT2G44810	PF00561,PF00756,PF00975,PF01764,PF03959,PF05057,PF07819,PF08237,PF11187,PF12695,PF12697
ath:AT1G72690	PF13798
ath:AT1G54320	PF03381
ath:AT1G06810	PF02148
ath:AT4G35300	PF00083,PF07690
ath:AT3G24660	PF00069,PF00560,PF07714,PF12799,PF13516,PF13855,PF14531
ath:AT1G76010	PF01918,PF12328
ath:AT1G28500	PF04776
ath:AT1G68560	PF01055,PF13802
ath:AT5G65850	PF00646,PF07734,PF08268,PF12937
ath:AT5G10220	PF00191,PF10377
ath:AT4G36840	PF01344,PF07646,PF13418,PF13854,PF13964
ath:AT4G27850	PF01988,PF08570
ath:AT4G12280	PF01179,PF10182
ath:AT2G34490	PF00067
ath:AT2G16120	PF00083,PF07690
ath:AT2G21790	PF00317,PF02867,PF03477,PF13597
ath:AT5G50280	PF00637,PF01535,PF12854,PF13041,PF13812
ath:AT3G54120	PF02453
ath:AT1G13250	PF01501
ath:AT2G43480	PF00141
ath:AT4G08150	PF00046,PF03789,PF03790,PF03791,PF05920
ath:AT3G46670	PF00201,PF03033
ath:AT3G28300	PF01680,PF05055,PF05633,PF07332,PF07798,PF12495
ath:AT1G73910	PF00022,PF03816
ath:AT1G64920	PF00201,PF03033,PF13528,PF13579
ath:AT5G60560	PF00646,PF07734
ath:AT5G46150	PF03381
ath:AT4G13615	PF04419
ath:AT1G27490	PF00646,PF07734,PF12937,PF14234
ath:AT3G05280	PF02949,PF04893
ath:AT5G20820	PF02519
ath:AT4G30330	PF01423
ath:AT3G56950	PF00230,PF04290
ath:AT1G23530	PF01708,PF04277,PF11837,PF12216,PF14610
ath:AT1G49180	PF00069,PF01636,PF03104,PF05445,PF06293,PF07714,PF10707
ath:AT1G71040	PF00394,PF07731,PF07732
ath:AT5G42510	PF03018
ath:AT4G31870	PF00255,PF00578,PF02630,PF08534
ath:AT4G04510	PF00069,PF01636,PF01657,PF07714
ath:AT2G35710	PF01501,PF11051
ath:AT1G63590	PF01657
ath:AT5G64200	PF00076,PF11608,PF13893,PF14259
ath:AT4G26200	PF00155,PF01212
ath:AT1G45221	PF05617
ath:AT3G01640	PF00288,PF08544
ath:AT5G56750	PF00561,PF03096,PF12697
ath:AT5G01120	PF05056
ath:AT4G18750	PF01535,PF12854,PF13041,PF13431,PF13812,PF14432
ath:AT4G03180	PF04889,PF08524
ath:AT3G23330	PF01535,PF12854,PF13041,PF13374,PF13812,PF14432
ath:AT2G07020	PF00069,PF00582,PF01636,PF07714
ath:AT5G41180	PF00069,PF00560,PF07714,PF07856,PF08263,PF10083,PF12260,PF12688,PF12799,PF13516,PF13855
ath:AT3G45020	PF00861
ath:AT1G04150	PF00168,PF08372,PF11696,PF15627
ath:AT1G45223	PF05617
ath:AT3G11920	PF00462,PF00610,PF04784,PF13417
ath:AT3G15880	PF00400,PF02381,PF08513,PF11715
ath:AT5G37050	PF02787,PF12546
ath:AT5G28060	PF01282,PF11126
ath:AT3G59260	PF02678,PF05726
ath:AT3G51980	PF00514,PF04826,PF08609,PF13513,PF13646
ath:AT1G55820	PF06972
ath:AT1G18390	PF00069,PF01636,PF03109,PF06293,PF07714,PF13947,PF14380,PF14531
ath:AT1G77510	PF00085,PF00578,PF07912,PF08534,PF13098,PF13848,PF13899,PF13905,PF14595
ath:AT2G30740	PF00069,PF01636,PF03109,PF07714
ath:AT5G11720	PF01055,PF13802
ath:AT4G21230	PF00069,PF01657,PF03918,PF04415,PF06024,PF07714,PF08693,PF09972,PF11837,PF14283,PF14316,PF14610,PF15012,PF15102,PF15361
ath:AT3G47850	PF00424
ath:AT1G14430	PF07250,PF07646,PF09118,PF13418
ath:AT1G54490	PF00098,PF03159,PF13696
ath:AT3G10590	PF00249,PF04363,PF08407
ath:AT1G06980	PF14009
ath:AT2G04920	PF00646,PF07734,PF12937
ath:AT5G51780	PF00010,PF06005
ath:AT4G22770	PF02178,PF03479
ath:AT4G13780	PF00133,PF01588,PF07131,PF08264,PF09334
ath:AT1G28670	PF00657,PF07823,PF13472
ath:AT2G02050	PF05676,PF08583
ath:AT2G39310	PF01419
ath:AT2G44980	PF00176,PF00271,PF11496
ath:AT1G22200	PF07970,PF13850
ath:AT1G76180	PF00257,PF10156,PF10500,PF13203,PF15391
ath:AT2G17620	PF00134,PF02984
ath:AT5G55100	PF01805,PF09750
ath:AT5G25960	PF03080,PF14365
ath:AT4G35470	PF00560,PF12799,PF13306,PF13504,PF13855
ath:AT4G17100	PF09412,PF14436
ath:AT4G09650	PF00213
ath:AT3G29800	PF00004,PF02492,PF05496,PF05673,PF06414,PF07726,PF07728,PF13086,PF13191,PF13207,PF13245,PF13401,PF13604,PF13671,PF14363
ath:AT5G47650	PF00293
ath:AT5G10390	PF00125,PF00808,PF07524,PF15511,PF15630
ath:AT3G54290	PF01814
ath:AT2G16290	PF00646,PF03478,PF12937
ath:AT3G14230	PF00847,PF09258
ath:AT5G37055	PF04438
ath:AT5G06260	PF00036,PF07534,PF10591,PF13202,PF13405,PF13499
ath:AT3G50330	PF00010
ath:AT3G28470	PF00249,PF13921
ath:AT3G02820	PF00098,PF07962,PF13696,PF13917,PF14392,PF14787
ath:AT1G72540	PF00069,PF07714
ath:AT5G57930	PF05634
ath:AT3G42880	PF00069,PF00560,PF07714,PF08263,PF11027,PF11837,PF12799,PF13516,PF13855
ath:AT3G10595	PF00249
ath:AT2G04925	PF07127
ath:AT5G65700	PF00069,PF00560,PF01636,PF07714,PF08263,PF12799,PF13516,PF13855
ath:AT4G27700	PF00581
ath:AT1G09290	PF02926
ath:AT1G31150	PF01486,PF09331
ath:AT1G68410	PF00481,PF07228,PF13672
ath:AT5G50130	PF00106,PF01370,PF07993,PF08659,PF13460,PF13561
ath:AT5G20990	PF00994,PF03453,PF03454
ath:AT5G02620	PF00023,PF04308,PF06687,PF12796,PF13606,PF13637,PF13857,PF13962,PF14333
ath:AT4G12130	PF01571,PF08669
ath:AT4G04680	PF12333,PF13513
ath:AT2G34340	PF04520
ath:AT2G43330	PF00083,PF07690,PF13488
ath:AT1G76185	PF01957,PF05875,PF09874,PF13567,PF15099
ath:AT5G42680	PF04759
ath:AT4G26370	PF01029
ath:AT3G46520	PF00022,PF01663,PF10183
ath:AT3G24513	PF07127
ath:AT1G19570	PF00043,PF00462,PF02798,PF13409,PF13410,PF13417,PF14497
ath:AT2G35880	PF06886
ath:AT1G13100	PF00067,PF07659
ath:AT1G53160	PF03110
ath:AT5G64370	PF00795,PF11060
ath:AT5G60410	PF00628,PF02037,PF02891,PF04810,PF13771
ath:AT5G46000	PF01419
ath:AT5G16860	PF01535,PF12854,PF13041,PF13812,PF14432
ath:AT5G12900	PF01496,PF03962,PF04156,PF05335,PF06009,PF06156,PF11568,PF12718
ath:AT5G01290	PF00102,PF00782,PF01068,PF01331,PF03162,PF03919,PF13350
ath:AT3G05130	PF01576,PF11373
ath:AT1G27340	PF00646,PF12249,PF12937,PF13964
ath:AT5G52960	PF11341
ath:AT5G38550	PF01419,PF02296
ath:AT5G06265	PF04102,PF04156,PF09128,PF13310
ath:AT3G56800	PF00036,PF02906,PF03672,PF03874,PF04876,PF05042,PF06513,PF08726,PF08976,PF09114,PF09279,PF10591,PF12763,PF13202,PF13405,PF13499,PF13833,PF14658
ath:AT3G45190	PF04499
ath:AT3G24515	PF00179,PF05743,PF05773,PF14461
ath:AT2G07190	PF05327,PF09331,PF10536
ath:AT1G49030	PF04749
ath:AT4G31720	PF03540,PF05645,PF13718
ath:AT3G50337	PF10217,PF11100
ath:AT1G15930	PF01248,PF08225,PF10087
ath:AT3G19370	PF02463,PF04582,PF05911,PF06582
ath:AT1G63440	PF00122,PF00196,PF00403,PF00702,PF08282,PF12710
ath:AT2G11000	PF04112
ath:AT5G56600	PF00235
ath:AT4G03030	PF00646,PF01344,PF07646,PF12937,PF13415,PF13418,PF13964
ath:AT3G55470	PF00168,PF08126
ath:AT2G25240	PF00079
ath:AT2G03550	PF00135,PF00756,PF07859,PF10340,PF12695,PF12697,PF12740
ath:AT3G07960	PF01504,PF02493
ath:AT1G77680	PF00773
ath:AT5G41030	PF03634
ath:AT3G63240	PF03372
ath:AT1G22370	PF00201
ath:AT2G17790	PF03635
ath:AT3G15730	PF00168,PF00614,PF12357,PF13091
ath:AT2G26780	PF11473,PF13001
ath:AT1G53165	PF00069,PF06293,PF06840,PF07714,PF14531
ath:AT5G52965	PF05617
ath:AT5G15210	PF04770
ath:AT4G17270	PF01204,PF04424,PF08569,PF13646
ath:AT3G51830	PF02383
ath:AT3G29970	PF06522,PF12012
ath:AT2G39480	PF00005,PF00503,PF00664,PF01935,PF02463,PF03193,PF03205,PF06414,PF13191,PF13207,PF13238,PF13245,PF13304,PF13401,PF13555,PF13604
ath:AT1G59312	PF06090
ath:AT1G77682	PF01826
ath:AT5G55270	PF03478
ath:AT5G24318	PF00332,PF07983,PF12698
ath:AT5G07760	PF02181,PF03564,PF04513,PF04540,PF13600
ath:AT5G03800	PF01535,PF03013,PF12854,PF13041,PF13812,PF14432
ath:AT3G59110	PF00069,PF01636,PF02932,PF03706,PF06305,PF07714,PF09852,PF12260
ath:AT1G10960	PF00111
ath:AT5G43860	PF01738,PF03403,PF07224,PF11187,PF12695,PF12697,PF12740
ath:AT3G47700	PF04437
ath:AT1G80160	PF00903,PF12681,PF13669
ath:AT1G69910	PF00069,PF07714,PF14380,PF14531
ath:AT3G10440	PF07557
ath:AT5G51630	PF00560,PF00931,PF01582,PF07725,PF12799,PF13504,PF13676,PF13855
ath:AT4G22620	PF02519
ath:AT4G13630	PF04576
ath:AT1G06830	PF00462
ath:AT3G02990	PF00447,PF08317
ath:AT2G44830	PF00069,PF01636,PF07714,PF14531
ath:AT1G28520	PF02365
ath:AT1G54340	PF00180
ath:AT5G25810	PF00847
ath:AT2G20270	PF00462
ath:AT1G76030	PF00006,PF00306,PF02874,PF09378
ath:AT1G68580	PF01426,PF05641
ath:AT5G65870	PF06404
ath:AT5G61910	PF00168,PF07002,PF10138,PF10539
ath:AT5G47500	PF01095
ath:AT5G10240	PF00310,PF00733,PF02540,PF12481,PF13522,PF13537
ath:AT4G36860	PF00412,PF12315
ath:AT4G27870	PF01988
ath:AT4G09500	PF00201,PF03033,PF04101,PF13439,PF13528,PF13579
ath:AT1G50700	PF00036,PF00069,PF06293,PF07714,PF08726,PF10591,PF12763,PF13155,PF13202,PF13405,PF13499,PF13833,PF14531,PF14658
ath:AT5G02790	PF00043,PF02798,PF13409,PF13410,PF13417
ath:AT3G54140	PF00854,PF07690
ath:AT3G46690	PF00201,PF04101,PF13528
ath:AT3G28320	PF00038,PF00435,PF00723,PF01442,PF01968,PF04156,PF04513,PF04582,PF05055,PF05531,PF05597,PF06008,PF06009,PF06810,PF08317,PF08651,PF12081,PF13166,PF13339,PF13514
ath:AT1G13270	PF00557
ath:AT3G06630	PF00069,PF00989,PF01636,PF07714,PF08447,PF08448,PF12860,PF13188,PF13426,PF13596,PF14827
ath:AT5G46170	PF00646,PF12937
ath:AT5G06110	PF00226,PF00249,PF13921
ath:AT4G08170	PF05770
ath:AT1G73930	PF02141,PF07792,PF08616,PF09429,PF09794
ath:AT1G64940	PF00067
ath:AT5G60580	PF06305,PF12906,PF13639
ath:AT3G16910	PF00501,PF13193
ath:AT1G01860	PF00398,PF01135,PF01985,PF08241,PF08242,PF12847,PF13489,PF13659,PF13847
ath:AT1G09140	PF00076,PF13893,PF14259,PF14605
ath:AT1G31000	PF00646,PF07734,PF08268,PF12937
ath:AT5G20840	PF02383
ath:AT4G30350	PF02861,PF07724
ath:AT3G56970	PF00010,PF02025,PF05405
ath:AT1G23550	PF12174
ath:AT1G71060	PF00515,PF00566,PF01535,PF08967,PF12854,PF13041,PF13812
ath:AT4G31890	PF00514
ath:AT2G35730	PF00403
ath:AT5G64220	PF00023,PF00612,PF03859,PF12796,PF13606,PF13637,PF13857
ath:AT5G16710	PF00043,PF00462,PF02798,PF13409,PF13410,PF13417,PF14497
ath:AT4G26220	PF01135,PF01596,PF04989,PF12847,PF13578,PF13847
ath:AT4G18770	PF00249,PF09111,PF13921
ath:AT1G53010	PF00097,PF05313,PF12678,PF12861,PF13639,PF13920,PF13923,PF14634
ath:AT3G01660	PF01209,PF01555,PF03141,PF06859,PF07021,PF08241,PF08242,PF12847,PF13489,PF13649,PF13847
ath:AT5G52810	PF01488,PF02423,PF03807
ath:AT5G38400	PF00844,PF01659,PF15256,PF15273
ath:AT5G01140	PF05056
ath:AT3G45040	PF01105
ath:AT1G67250	PF05348
ath:AT3G23350	PF01417
ath:AT2G07040	PF00069,PF00560,PF07714,PF08263,PF12799,PF13855,PF14531
ath:AT5G15380	PF00145,PF00627
ath:AT3G19220	PF00684,PF01258
ath:AT1G04170	PF00009,PF00350,PF01926,PF03144,PF09173
ath:AT1G45243	PF03107,PF07649,PF13771
ath:AT3G11940	PF00177
ath:AT5G37070	PF01273,PF04398
ath:AT5G28080	PF00069,PF07714
ath:AT3G59280	PF01346,PF02613,PF03656,PF07371,PF13446
ath:AT1G55840	PF00624,PF00650,PF03765
ath:AT5G03970	PF00646,PF12937
ath:AT3G55320	PF00005,PF00664,PF01935,PF02463,PF03193,PF03205,PF06414,PF13191,PF13207,PF13304,PF13555,PF13604
ath:AT1G14450	PF03141,PF08122
ath:AT3G07810	PF00076,PF13893,PF14259
ath:AT1G77530	PF00891,PF05891,PF06859,PF08100,PF09243
ath:AT5G16715	PF00133,PF00579,PF01406,PF01921,PF08264,PF09334,PF10458,PF13603,PF14523
ath:AT5G11740	PF11188
ath:AT4G21250	PF01925,PF09716,PF11169
ath:AT3G47870	PF03195,PF06858
ath:AT2G17640	PF00132,PF06426,PF14602
ath:AT2G35736	PF15054
ath:AT2G04940	PF03803,PF11421
ath:AT4G35490	PF00298,PF03946
ath:AT4G22790	PF01554,PF04505
ath:AT1G28690	PF01535,PF12854,PF13041,PF13812
ath:AT2G02070	PF00096,PF12171,PF12874,PF13465,PF13894,PF13912
ath:AT2G39330	PF01419,PF08789
ath:AT1G22220	PF00646,PF02268,PF12937
ath:AT5G55120	PF04630
ath:AT5G25980	PF00232
ath:AT5G07610	PF00646,PF07734,PF12937
ath:AT4G09670	PF01408,PF02894
ath:AT1G10810	PF00248
ath:AT3G14250	PF00097,PF01485,PF07975,PF13639,PF13923
ath:AT1G45248	PF10440
ath:AT3G11945	PF01040
ath:AT5G47670	PF00125,PF00808,PF02269,PF07524
ath:AT5G43710	PF01112,PF01532,PF07944
ath:AT1G50870	PF00646,PF08268,PF11663,PF12937
ath:AT1G80010	PF00872,PF03101,PF04434,PF10551
ath:AT1G32500	PF01458
ath:AT1G45249	PF00170,PF01486,PF02370,PF07716,PF08010,PF12978
ath:AT3G50350	PF07939
ath:AT3G28490	PF01549,PF03171,PF13640
ath:AT1G72560	PF00637,PF08389
ath:AT3G02840	PF04508,PF13646
ath:AT5G57950	PF00595,PF02078,PF13180
ath:AT3G24530	PF00004,PF00023,PF00158,PF01078,PF05496,PF07724,PF07728,PF09848,PF12796,PF13191,PF13207,PF13238,PF13245,PF13401,PF13606,PF13637,PF13857
ath:AT2G20120	PF04367,PF10512
ath:AT1G31170	PF00153,PF02195
ath:AT5G65720	PF00266,PF00282,PF01041,PF01212,PF15324
ath:AT4G36710	PF03514
ath:AT4G27720	PF05631,PF07690
ath:AT1G05350	PF00899,PF01494,PF02826,PF05237,PF13241
ath:AT2G34360	PF01554,PF08937,PF14667
ath:AT1G28695	PF03407,PF10661
ath:AT1G68430	PF03032,PF14009
ath:AT2G21660	PF00076,PF13893,PF14259
ath:AT5G55125	PF01197,PF12904
ath:AT5G50150	PF03080,PF14365
ath:AT5G39900	PF00009,PF00071,PF00679,PF01926,PF03144,PF06421,PF08477,PF09439,PF14492
ath:AT4G12150	PF00097,PF11789,PF11793,PF12678,PF12861,PF12906,PF13445,PF13639,PF13920,PF13923,PF14634
ath:AT2G43350	PF00255,PF00578,PF08534
ath:AT1G13120	PF07817
ath:AT5G24330	PF00628,PF00856,PF12773,PF12861,PF13771
ath:AT4G26390	PF00224,PF02887,PF03328
ath:AT3G60950	PF00168,PF03372,PF14529
ath:AT3G46540	PF01417,PF07651
ath:AT5G64390	PF00013,PF07650,PF13014,PF13083,PF13184
ath:AT5G46020	PF10252
ath:AT5G38570	PF00646,PF07723,PF08387,PF12937
ath:AT5G16880	PF00790,PF03127,PF11841,PF12333,PF12627
ath:AT1G01710	PF00027,PF02551,PF13622
ath:AT3G05150	PF00083,PF07690,PF07954
ath:AT1G27360	PF03110
ath:AT5G52980	PF01891,PF09527,PF11712,PF13367
ath:AT4G30200	PF00041,PF07227
ath:AT3G56820	PF05523
ath:AT1G49050	PF00026,PF13650,PF14541,PF14543
ath:AT1G23400	PF01985
ath:AT4G31740	PF00995
ath:AT1G15950	PF00106,PF00696,PF01073,PF01370,PF02719,PF03435,PF05368,PF07993,PF08659,PF13460
ath:AT1G31175	PF08583,PF12511
ath:AT3G19390	PF00112,PF00396,PF03051,PF08246
ath:AT1G63460	PF00255,PF00578,PF08534,PF13905
ath:AT5G34930	PF01210,PF01408,PF02153,PF02254,PF02558,PF02826,PF03446,PF03807,PF10727,PF13460
ath:AT3G55490	PF05916,PF11340
ath:AT2G03570	PF08144,PF09535
ath:AT3G01510	PF00782,PF04179,PF05706
ath:AT3G07980	PF00069,PF07714,PF10508,PF14531
ath:AT5G56620	PF02365
ath:AT4G18620	PF00407,PF03364,PF04198,PF10604
ath:AT4G03050	PF03171,PF14226
ath:AT3G23200	PF04535
ath:AT5G46025	PF00025,PF00071,PF08477
ath:AT5G41050	PF01190
ath:AT4G08025	PF05617
ath:AT3G63260	PF00069,PF01636,PF07714,PF14531
ath:AT1G67100	PF03195
ath:AT3G15750	PF07807,PF09811
ath:AT1G04020	PF00097,PF00533,PF12738,PF13445,PF13639,PF13771,PF13832,PF13920,PF13923,PF14447,PF14634,PF14835,PF15227
ath:AT5G66900	PF00004,PF00560,PF00931,PF01443,PF02492,PF05659,PF05729,PF12799,PF13191,PF13207,PF13238,PF13245,PF13401,PF13481,PF13855
ath:AT5G55290	PF02417,PF05493,PF06749,PF15062
ath:AT5G15230	PF02704
ath:AT5G07780	PF02181,PF04659
ath:AT3G59130	PF00130,PF03107,PF07649
ath:AT3G51850	PF00036,PF00069,PF01163,PF01636,PF05042,PF06293,PF07714,PF10591,PF12763,PF13202,PF13405,PF13499,PF13833,PF14531,PF14658,PF14788
ath:AT3G05155	PF00083,PF07690
ath:AT3G01513	PF07816
ath:AT1G44080	PF03478
ath:AT5G03820	PF00657
ath:AT1G10980	PF06814
ath:AT1G18260	PF07719,PF08238,PF13181,PF13414,PF13432
ath:AT5G43880	PF07916,PF12552,PF14309,PF14383
ath:AT4G21100	PF03178,PF10433
ath:AT4G00950	PF05097
ath:AT3G47720	PF12174
ath:AT3G10460	PF05938,PF07495
ath:AT1G06850	PF00170,PF03131,PF04111,PF04156,PF05266,PF06156,PF07716,PF11559,PF13721,PF13874,PF14661,PF14662,PF15070
ath:AT1G32670	PF01213,PF05308
ath:AT1G69930	PF00043,PF02798,PF13409,PF13410,PF13417,PF14497
ath:AT1G14300	PF00514,PF04063,PF04064,PF12348,PF12717,PF13646
ath:AT4G22640	PF14368
ath:AT4G13650	PF01535,PF12854,PF13041,PF13812,PF14432
ath:AT2G44850	PF01083,PF08237,PF10561
ath:AT2G20290	PF00063,PF00612,PF01656,PF01843,PF01935,PF02736,PF07475,PF13191,PF13207,PF13238,PF13401
ath:AT1G76050	PF00849,PF01479
ath:AT1G54360	PF00125,PF00808,PF02969,PF07571
ath:AT5G25830	PF00320
ath:AT4G27890	PF04969,PF07956
ath:AT4G09520	PF01663,PF01676,PF10143
ath:AT5G65890	PF01842,PF13291,PF13740
ath:AT5G61930	PF05634
ath:AT5G47520	PF00005,PF00009,PF00025,PF00071,PF01926,PF04670,PF08477,PF09439,PF10662,PF13173,PF13191,PF13401,PF13521
ath:AT5G10260	PF00009,PF00025,PF00071,PF01926,PF02421,PF04670,PF08477,PF09439,PF11495
ath:AT4G36880	PF00112,PF03051,PF08246
ath:AT3G14100	PF00076,PF13893,PF14259
ath:AT1G36310	PF01209,PF02390,PF07021,PF08003,PF08241,PF08242,PF12847,PF13489,PF13649,PF13847
ath:AT3G06650	PF00285,PF00549,PF02629,PF13607
ath:AT1G50720	PF03478,PF04885
ath:AT5G06130	PF00684
ath:AT3G54160	PF07723
ath:AT3G50200	PF03140
ath:AT3G28340	PF01501
ath:AT1G13290	PF00096,PF03066,PF04546,PF11942,PF12171,PF12874,PF13465,PF13894,PF13912
ath:AT2G30615	PF08268,PF14157
ath:AT1G18265	PF04576
ath:AT5G57800	PF00106,PF04116,PF08659,PF12076,PF13460
ath:AT5G46190	PF00013,PF07650,PF13014,PF13083
ath:AT4G21105	PF02238
ath:AT4G08190	PF00071
ath:AT4G00955	PF12662,PF12947,PF13947
ath:AT1G64960	PF02985,PF12422,PF13646
ath:AT1G73950	PF10269,PF13920,PF13923,PF14447,PF14634
ath:AT1G69935	PF11269
ath:AT1G23570	PF02713
ath:AT2G21510	PF00226,PF14308
ath:AT3G16930	PF14365
ath:AT1G01880	PF00752,PF00867
ath:AT1G05200	PF00060,PF00497,PF01094,PF13458
ath:AT1G09160	PF00481,PF07228,PF13672
ath:AT1G31020	PF00085,PF13098,PF13728,PF13899,PF13905,PF14595
ath:AT5G50000	PF00069,PF01636,PF07714,PF14531
ath:AT5G20860	PF01095,PF04043
